152,20,2,2,244523,17,6
153,48,2,2,190539,29,13
154,40,2,0,484024,36,9
155,24,2,2,149809,21,9
156,40,2,1,111483,40,13
157,40,2,0,241126,36,10
158,60,2,1,154950,30,10
159,40,2,2,346159,25,9
160,45,2,0,174575,43,13
161,40,5,2,322238,29,9
163,40,2,0,116445,36,9
165,40,2,2,34378,37,2
166,50,2,1,410114,50,15
167,38,2,0,103634,27,9
168,51,4,2,175696,40,9
170,62,5,0,188246,32,9
171,40,4,1,124963,51,14
172,75,5,1,23500,31,9
173,45,2,1,37646,32,10
174,18,2,2,71691,19,7
175,40,1,1,234096,34,12
176,40,1,1,310085,58,9
177,48,2,0,230883,33,10
178,50,2,1,264357,59,6
179,40,2,1,187440,47,9
180,25,2,2,184655,40,12
181,40,2,2,123291,34,6
182,70,2,1,103743,48,10
184,42,2,1,53833,26,10
185,40,2,2,226181,21,13
186,45,2,2,180138,43,9
187,45,2,1,162632,50,9
188,50,2,0,217120,40,6
189,50,2,1,180985,40,14
190,40,2,1,419691,32,8
191,40,2,1,326857,47,11
193,98,5,1,26904,63,9
194,40,5,1,198841,37,7
195,60,3,2,341643,38,12
196,45,5,1,84119,32,9
197,40,2,1,37237,54,13
200,35,1,1,218490,37,9
201,40,2,2,269354,29,10
203,50,5,2,103432,29,9
204,45,2,1,123992,60,10
205,50,5,1,98061,42,11
206,40,2,1,339905,51,9
207,60,2,1,33394,38,9
208,40,2,1,116391,41,13
209,40,4,1,293196,50,9
210,60,4,1,56248,62,13
212,50,2,0,408717,44,9
213,40,2,2,179627,24,9
214,32,2,1,506858,34,11
215,50,2,2,38772,20,6
216,40,2,0,140583,36,9
217,46,2,2,99543,23,8
218,46,2,1,169823,41,15
219,50,2,1,383493,42,10
220,50,2,1,144778,40,9
221,30,1,1,105161,38,13
223,40,2,1,246183,49,9
224,50,4,1,348326,33,9
225,60,4,1,106103,57,10
226,39,2,1,224566,37,10
228,40,2,1,119098,39,11
231,50,5,1,201292,34,11
232,50,2,2,263552,27,9
233,40,2,1,69955,60,11
234,2,2,1,160369,44,10
235,30,2,2,172496,24,13
236,45,2,1,206951,36,13
237,50,2,0,323798,49,10
238,40,3,1,173266,34,9
239,40,3,1,177974,35,9
240,40,2,1,78247,38,10
241,40,5,2,157778,30,9
242,40,2,1,214242,41,13
243,60,5,1,48063,39,10
244,40,2,2,159322,31,9
245,40,2,1,234125,55,9
246,40,2,2,227359,30,10
247,40,0,2,198827,33,9
248,40,2,1,174373,44,12
250,40,1,0,247514,43,14
251,40,2,1,226875,55,9
252,60,2,1,167476,30,10
253,50,2,1,191299,50,9
254,20,2,2,238802,35,9
255,40,2,1,195067,26,13
256,40,2,2,94235,30,7
257,40,4,1,196385,32,7
258,50,2,0,30447,53,9
259,40,2,2,124590,25,9
260,50,2,1,255667,42,10
261,50,2,2,138692,28,10
262,40,2,1,246891,45,13
263,40,2,1,261943,31,10
264,30,5,1,50197,55,5
265,40,2,2,136077,28,6
266,55,2,1,107231,48,13
267,40,2,2,145964,21,8
268,40,2,1,91608,49,10
269,20,2,2,176467,17,5
271,60,2,1,165815,41,10
272,40,2,1,208358,37,9
273,55,2,1,112561,38,13
274,65,5,1,200479,41,11
275,40,2,2,97261,19,9
277,35,2,1,182668,37,6
278,60,4,1,284799,46,10
279,60,5,1,194924,40,10
280,40,2,1,120068,23,11
281,50,2,2,87310,33,5
282,50,2,1,34452,28,11
283,40,2,1,185407,54,9
284,40,2,1,245062,60,9
287,21,2,2,183639,28,13
288,40,2,2,311015,19,9
289,10,3,2,48121,21,10
291,20,1,2,32639,21,10
292,40,5,0,214541,41,9
293,55,2,1,128065,31,7
295,40,2,1,176050,36,10
298,40,1,1,267763,56,9
299,32,2,1,199067,55,7
300,15,5,0,242108,75,9
301,40,2,1,263728,28,13
303,40,2,2,442274,23,8
304,35,1,2,195262,17,7
305,40,2,1,206520,38,9
306,18,2,2,259109,22,13
307,40,0,1,185670,29,13
308,40,2,1,59068,27,9
309,20,2,1,361721,65,11
310,32,1,2,336010,23,13
311,48,2,1,97688,40,10
312,34,2,1,111994,47,9
313,40,4,1,188069,38,13
314,40,2,1,268234,46,11
315,40,2,2,350181,23,9
317,40,4,1,190763,58,13
318,45,2,1,214781,44,14
319,35,5,2,174426,45,10
320,64,2,2,102476,26,13
321,50,2,0,232475,34,10
322,40,4,1,104813,41,13
323,40,2,2,313986,90,7
324,40,2,2,162282,23,9
325,8,1,1,263871,42,9
326,40,2,0,144351,47,9
327,50,2,1,329635,31,13
328,40,2,2,85389,22,9
329,40,2,1,191367,55,9
330,45,2,1,111128,36,10
331,40,2,1,177905,43,10
332,40,2,1,183810,57,10
333,40,2,1,185283,50,10
334,30,2,2,305446,20,9
335,50,1,1,173938,47,13
336,40,2,2,217200,27,10
337,40,2,2,198103,31,9
338,40,2,1,158294,53,14
339,45,2,2,155106,42,10
340,50,4,1,354075,62,13
341,60,2,1,141584,39,12
342,40,2,1,456604,25,7
343,15,2,1,296453,33,14
344,30,2,1,278107,23,9
345,45,2,2,253583,21,7
346,40,2,1,230951,50,13
347,60,5,1,185859,47,9
348,40,2,2,97359,32,9
349,40,2,2,229516,19,4
350,40,5,1,504941,46,11
351,37,2,2,107417,32,9
352,20,2,2,327434,17,6
353,40,0,1,191858,47,12
354,70,5,1,49707,34,9
355,40,2,1,126141,45,13
356,40,2,2,56774,23,9
357,40,2,1,105304,55,9
358,40,2,1,479406,46,13
359,40,2,1,177120,59,5
360,40,2,1,119992,38,10
361,40,2,1,185027,30,13
362,38,3,1,207120,47,11
363,55,2,1,86872,25,13
364,40,2,1,194589,60,13
365,40,1,1,227386,55,13
366,50,2,1,242521,44,13
367,25,5,1,317253,46,9
368,40,2,2,27661,43,10
369,75,5,1,139889,71,7
370,45,2,1,182237,31,12
371,55,2,2,181576,25,10
372,40,2,2,214542,24,7
373,50,2,1,142287,49,10
374,45,2,1,376072,44,9
375,40,5,1,172560,40,9
376,40,2,0,231348,44,10
377,25,2,2,168807,17,6
378,40,2,1,330144,65,10
379,38,3,1,263000,31,11
380,40,2,1,196571,48,10
381,40,2,1,196504,52,4
382,40,2,1,221672,53,8
383,40,2,1,159549,43,9
384,20,2,2,126125,18,9
385,40,2,2,198068,32,7
386,40,4,1,120384,58,9
387,45,2,1,314310,38,14
388,55,2,1,239708,40,7
389,45,5,1,209642,52,9
390,50,4,1,182211,49,9
392,35,5,1,40021,67,9
394,40,2,2,161155,27,6
395,20,2,2,127914,21,10
396,60,5,1,111625,55,9
397,40,0,1,323798,47,13
398,40,2,2,214288,34,9
399,50,2,1,112497,37,15
400,40,2,0,260052,50,13
401,35,2,2,158218,29,9
402,50,2,1,271710,29,13
403,40,1,0,136787,62,9
404,55,5,1,322691,55,14
405,45,2,1,232954,27,9
406,40,2,1,352612,40,6
407,50,5,1,132716,50,15
408,72,2,1,96129,40,9
409,65,2,0,252250,38,7
410,35,2,1,144092,58,14
411,40,2,1,291783,49,13
412,50,2,1,78022,47,12
413,25,2,2,190227,20,14
414,70,2,1,158420,34,13
415,42,2,1,149909,43,9
416,45,2,1,351161,41,9
417,40,2,1,420054,29,9
418,40,2,1,76487,43,7
419,50,2,1,116442,59,10
420,50,4,1,132178,52,13
421,40,1,1,197886,30,9
422,40,2,1,85374,34,9
423,35,1,2,205704,34,14
424,65,2,1,185385,46,9
425,40,2,1,174717,36,13
427,40,2,1,162347,60,15
428,40,1,1,487770,43,6
429,35,2,1,241431,27,9
430,40,2,2,40052,22,13
431,40,4,1,247383,70,10
432,45,5,1,210013,42,10
433,60,4,1,77392,51,6
434,33,2,2,156526,42,10
435,50,2,1,123436,58,13
436,40,2,2,190227,21,10
437,18,1,2,398988,34,13
438,40,1,2,190226,35,9
439,45,2,1,116632,42,16
440,50,2,0,268234,48,9
441,40,2,1,219863,28,12
442,70,2,1,177974,37,10
443,40,0,2,187164,40,13
446,40,2,0,138441,37,9
447,40,2,2,115064,29,9
448,48,2,1,171924,54,13
449,40,3,1,254285,52,13
452,10,5,2,29980,69,4
453,35,3,1,172281,51,13
454,55,2,1,105021,36,13
455,50,2,1,110243,45,14
457,38,5,1,174216,42,15
458,35,5,1,56964,34,9
459,44,1,1,55237,47,10
460,40,2,1,205266,61,9
461,55,2,1,24740,52,9
462,40,2,1,114982,29,13
463,50,2,1,121124,47,13
464,42,5,1,291755,51,4
465,72,5,1,220821,40,4
466,40,2,1,56630,29,11
467,48,2,1,129246,61,6
468,60,5,1,200618,50,14
469,40,2,1,174426,45,9
470,40,2,1,174395,41,14
472,60,2,1,193524,40,16
473,40,2,1,350162,29,13
474,40,2,1,49255,42,14
475,40,5,0,218653,44,13
476,45,1,2,237498,23,9
477,40,1,1,174575,41,9
478,40,4,1,338316,65,10
479,30,2,2,285750,19,9
480,35,2,2,254351,21,9
482,8,2,2,186385,58,16
483,20,2,1,105059,26,5
484,50,2,1,97279,41,9
485,42,2,2,115677,29,7
487,37,2,2,50053,26,13
488,45,2,1,205499,29,10
489,37,4,1,229737,49,15
492,55,2,1,37215,29,9
493,40,2,1,305147,50,13
494,45,2,2,216145,32,10
495,30,1,2,175587,17,7
496,60,4,1,93272,60,4
497,48,2,1,87329,58,7
498,60,2,1,167482,35,13
499,40,2,1,367819,44,13
500,48,2,1,175804,50,9
502,40,2,2,114150,25,9
504,50,2,1,55849,34,9
506,45,5,2,226203,17,8
508,40,2,1,373403,43,11
509,40,2,1,154227,31,10
511,40,2,1,189404,39,13
512,40,1,2,179059,25,13
515,40,0,1,260761,41,10
516,40,2,1,56870,27,9
517,35,2,2,186452,21,10
518,40,4,2,113870,27,14
519,40,2,1,176689,61,9
520,42,2,2,208503,24,10
521,15,1,1,159643,68,9
522,45,2,1,262579,52,9
523,42,2,2,240468,39,9
524,65,2,1,123430,32,9
525,40,2,1,233499,24,10
526,12,2,2,395026,18,7
527,56,2,2,110396,44,14
528,44,2,2,179481,39,9
529,65,2,1,191256,44,9
530,45,2,2,33610,25,9
531,45,2,2,213692,29,10
532,40,2,1,111483,43,10
533,40,2,2,144949,30,13
534,38,3,1,175127,55,13
535,15,2,2,376789,46,9
536,45,2,1,193047,49,9
537,50,5,0,295127,35,10
538,50,2,1,106501,40,9
539,45,2,1,44623,33,9
540,40,2,1,80303,37,10
541,50,2,0,176544,35,10
542,40,2,1,189759,31,14
543,50,2,2,106679,41,14
544,50,5,1,153484,55,10
546,48,1,1,359001,36,10
547,43,2,1,163287,41,9
548,40,4,1,184965,65,16
549,10,2,1,535762,68,10
550,50,4,1,110457,59,13
551,40,2,2,88126,24,9
553,60,2,1,203635,54,9
554,40,1,1,90730,25,13
555,50,4,1,33975,39,9
556,40,3,2,209954,31,10
557,10,2,2,140001,21,10
558,47,2,2,198668,19,8
560,20,2,2,262511,17,7
561,50,2,1,88432,29,11
562,60,5,1,68899,37,9
563,20,5,2,145329,77,9
564,40,2,1,195868,68,13
565,40,2,1,192337,38,8
566,40,2,1,167725,44,9
567,40,2,2,450246,25,9
568,40,2,1,183884,56,7
569,10,2,1,33794,46,10
570,60,4,1,375807,43,13
571,50,2,0,33551,24,10
572,40,1,1,189762,48,9
573,40,2,1,47012,42,13
574,60,2,1,295046,45,9
576,60,2,1,198759,45,16
577,45,2,1,130057,32,13
578,80,2,1,214691,53,13
579,40,2,1,84298,49,10
580,45,2,1,189888,22,9
581,65,4,2,266047,40,13
582,40,5,1,365020,68,9
584,47,2,1,73471,37,13
585,40,2,1,264651,34,9
586,35,1,1,202699,68,15
587,38,2,0,139290,57,9
588,20,3,1,170458,69,9
589,45,2,1,89226,42,11
590,40,2,1,361494,59,9
593,7,2,1,28119,45,9
594,45,2,1,304133,47,10
595,41,2,1,259301,33,10
596,75,5,1,175697,34,11
597,40,2,0,208067,46,9
598,45,2,1,229009,38,9
599,40,2,2,141003,22,9
600,55,4,1,168796,46,13
601,40,2,2,255252,22,9
603,44,2,1,359828,24,13
604,40,2,1,154728,54,11
605,50,5,1,192256,33,13
606,40,2,2,170174,39,11
607,40,2,1,187295,56,13
608,40,3,1,367292,42,10
609,60,2,1,266645,38,14
610,40,1,1,422718,33,9
611,40,1,2,139296,50,7
612,40,1,2,110965,51,14
613,10,5,1,111483,65,10
614,50,4,1,135342,43,10
615,12,2,1,105592,59,10
616,40,1,2,198728,64,10
617,40,5,1,67841,56,9
618,45,2,1,31732,58,10
619,40,2,1,96062,51,10
621,40,2,2,113936,22,9
622,40,2,1,172246,49,7
623,50,2,1,187847,38,14
624,50,2,1,304175,43,14
625,40,2,2,51262,22,9
626,50,2,1,155594,50,12
627,40,2,1,45156,42,10
628,40,2,1,178322,35,13
629,40,2,1,422813,46,10
630,56,2,2,189762,46,12
631,40,2,0,133974,40,10
632,40,2,1,242391,45,13
633,45,2,1,156926,48,13
634,52,1,1,56651,44,13
635,10,3,2,112432,19,10
636,70,2,2,425528,30,9
637,45,2,0,95998,42,13
638,40,2,2,117210,20,9
639,40,2,1,149218,46,13
640,45,1,2,163101,25,13
641,75,1,1,176756,26,9
642,40,5,1,311631,51,13
643,22,5,1,165278,52,9
644,40,2,1,130856,28,13
645,40,3,1,139734,43,13
647,25,2,2,376647,18,9
648,50,2,1,169496,33,13
649,60,5,1,139960,65,9
650,40,2,1,181363,47,14
651,45,2,2,181820,23,10
652,40,1,1,105266,37,10
653,40,1,1,177277,37,14
654,70,5,1,267661,29,9
655,40,3,1,28171,45,14
656,45,2,1,167350,26,9
657,40,2,1,156334,25,6
658,45,2,1,89718,37,10
659,45,2,1,102632,22,10
660,40,2,1,104094,38,10
661,24,2,1,223851,68,9
662,17,2,2,120243,18,7
663,55,5,1,93806,26,10
664,40,2,2,61308,31,6
665,12,2,2,246965,23,12
667,60,2,0,356567,22,11
668,65,2,2,270887,28,12
669,50,2,0,298785,33,5
670,40,0,1,200042,58,10
672,40,2,2,43475,21,9
673,50,2,1,75640,51,9
674,30,2,2,158206,20,10
675,45,1,2,191202,27,9
676,65,2,1,332884,46,13
677,40,2,1,48343,53,9
678,40,2,2,137604,45,10
679,30,2,2,160758,17,6
680,20,3,1,71151,32,13
681,40,2,1,118399,31,7
682,40,2,2,240172,27,10
683,40,2,1,249751,56,9
684,3,2,2,237848,19,10
685,40,2,1,277471,51,9
686,45,2,2,211743,32,13
687,45,2,1,203761,44,10
689,10,5,1,204387,57,13
690,40,1,1,324550,45,14
691,40,2,2,188888,35,13
692,70,5,1,47203,72,9
693,40,5,1,163948,50,9
694,40,2,1,347166,34,10
696,48,2,1,318647,32,13
697,40,3,1,157639,55,10
698,12,4,2,181608,17,6
699,40,2,2,451996,20,9
700,55,2,1,37937,42,13
701,50,2,1,166549,37,10
702,20,2,1,192290,74,6
703,45,2,2,229732,33,13
705,40,2,1,238188,44,12
706,50,5,1,111232,41,10
707,50,2,2,320294,23,10
708,48,2,1,229124,29,9
709,42,3,1,102308,49,13
710,30,5,1,108140,38,10
711,80,1,1,44566,30,13
712,40,3,1,135874,36,13
713,50,2,1,199143,26,9
714,40,2,1,203067,46,15
716,55,4,1,291518,37,13
717,50,2,1,184105,43,9
718,40,2,1,206487,55,10
719,30,2,2,168165,20,10
720,20,2,2,173724,20,10
721,50,2,0,298225,25,9
722,40,2,1,173651,40,10
723,45,2,1,113838,34,10
724,55,2,1,316271,46,3
725,40,2,2,455995,30,9
726,40,2,1,177211,49,13
728,50,2,1,191754,37,13
729,20,1,2,191910,17,7
731,40,2,2,228649,21,9
732,40,2,2,170108,21,10
733,40,2,0,195835,59,4
734,40,2,2,163258,41,13
736,50,0,1,237819,51,13
737,40,2,2,243165,31,13
738,64,2,1,167893,34,10
739,60,5,2,58744,29,12
740,40,1,1,115634,38,10
742,45,2,1,175696,40,10
743,35,5,1,165814,69,10
744,40,2,1,114927,51,11
745,60,5,1,352448,61,13
746,40,2,1,190060,28,9
747,20,2,2,127273,18,7
748,40,2,2,241607,28,9
750,40,2,1,110820,57,9
751,40,2,1,138069,46,10
753,50,2,0,95128,52,10
754,30,2,2,161460,62,13
755,55,2,1,98211,44,13
756,68,2,1,57758,54,14
757,40,2,1,20956,47,9
759,40,0,1,279337,52,9
760,40,2,1,72442,61,7
761,45,2,1,144071,55,7
762,50,5,1,198196,41,15
763,50,2,2,89202,36,13
764,45,2,2,285580,22,13
766,40,0,2,191073,24,9
767,60,2,1,160362,59,9
768,50,2,1,252419,58,7
769,40,2,2,191910,20,9
770,50,2,1,97723,33,9
771,40,2,1,37869,42,10
772,52,2,2,157289,31,13
773,50,0,1,289653,37,9
774,40,2,1,108914,51,9
775,50,5,0,177828,33,9
776,40,5,1,143932,60,14
777,40,4,1,170287,56,13
778,40,2,1,76417,39,14
779,55,2,2,95984,24,11
780,40,2,1,155972,42,9
781,40,2,2,262617,26,9
782,50,3,2,304212,32,9
783,40,2,0,164488,25,10
784,40,5,1,204387,55,13
785,35,5,2,184655,37,9
786,40,2,1,219619,33,14
787,40,2,2,228649,24,9
788,60,5,1,344624,41,10
789,40,5,2,52131,42,10
790,40,2,1,114967,27,5
791,50,3,1,204461,34,14
792,40,2,2,330836,20,7
793,40,2,1,233493,46,9
794,99,2,1,138872,42,9
795,40,2,2,46706,36,9
796,40,5,1,192878,40,9
797,45,4,1,348886,42,13
798,40,2,2,285419,29,8
799,60,2,1,54560,22,9
800,50,5,1,436107,42,12
801,35,2,2,342730,30,9
802,40,3,1,152711,60,13
803,50,2,1,240698,40,13
804,40,2,1,224215,29,10
805,65,2,2,177147,26,13
806,40,3,1,33126,41,13
807,40,2,1,116960,37,9
809,50,5,1,167687,66,9
810,45,2,0,244522,44,9
811,35,1,1,375675,46,8
812,40,2,1,224889,35,13
813,40,2,1,164190,30,9
814,35,0,2,257124,27,13
815,7,5,1,187589,35,13
816,60,2,1,180288,38,10
817,40,2,1,211032,27,9
818,40,2,1,209384,26,10
819,60,5,1,368355,46,13
820,55,2,1,49115,38,9
821,60,4,1,189941,40,13
822,35,2,1,170842,36,14
824,45,2,1,206250,29,9
826,40,2,2,441700,24,13
827,55,2,1,342448,38,10
828,45,2,2,96016,32,13
830,50,0,1,391585,45,13
831,38,5,1,119272,36,9
832,50,5,1,34378,39,9
833,35,2,0,198841,35,11
834,35,5,1,481987,46,10
835,40,2,2,203967,53,9
836,40,2,1,176118,56,9
837,40,2,2,494371,23,9
839,40,2,1,205852,35,9
841,70,2,1,90992,45,9
842,40,2,1,94345,58,9
843,30,5,1,260454,36,9
844,24,2,1,336163,67,9
845,50,4,1,275366,40,9
846,60,5,1,338042,34,9
848,40,2,2,96130,26,9
849,80,2,1,318450,56,14
850,45,2,1,307643,25,12
851,40,2,1,192869,56,9
852,40,2,1,202033,25,13
853,40,2,2,205903,29,9
854,50,2,1,167415,37,9
855,40,2,1,123703,51,9
856,45,2,2,85109,47,10
857,40,1,1,256864,38,11
858,40,2,2,172146,24,5
859,40,2,1,316820,43,12
860,45,2,1,42924,52,8
862,15,1,1,259612,76,9
863,58,2,0,177905,44,10
864,30,2,2,313473,26,10
865,60,5,1,39388,28,11
866,50,2,1,202051,33,14
867,38,2,2,172375,32,13
869,50,2,1,206232,70,6
870,45,5,1,129298,40,9
871,35,2,1,59083,31,9
872,45,4,1,173664,45,13
873,14,5,1,28865,72,4
874,45,2,1,206541,32,11
875,56,5,0,58343,37,9
876,40,2,2,62278,23,9
877,40,2,1,380544,23,10
878,60,2,1,80145,33,9
879,40,2,1,197836,48,10
880,40,0,1,170603,57,10
882,40,2,2,323810,19,6
883,40,2,1,188246,33,13
884,40,2,1,109621,28,12
885,40,2,1,119684,60,10
886,40,0,1,27166,51,9
887,40,2,1,252518,42,15
888,44,2,1,94081,53,13
889,35,5,0,248919,38,13
890,50,2,0,208109,38,13
891,40,2,1,266047,41,13
892,43,4,2,84119,30,13
893,50,2,1,48343,51,14
894,45,2,1,168232,47,9
895,50,1,0,181282,29,13
896,40,2,1,243842,21,9
897,40,3,1,231166,52,11
898,40,2,1,148429,28,9
899,40,2,1,61343,38,5
900,45,2,1,197886,31,10
901,50,4,1,144778,44,10
902,50,2,1,537222,24,9
903,40,2,0,203828,37,9
905,45,2,1,226902,42,13
908,25,1,1,115040,30,9
910,25,2,2,256263,26,9
911,40,1,1,201520,41,9
912,50,5,1,100606,58,9
913,40,4,1,51264,37,11
914,43,2,1,186815,38,9
916,45,2,1,177368,56,10
917,45,2,2,184569,25,9
918,40,2,1,215014,27,9
919,55,2,2,289991,29,9
920,40,5,0,32239,37,9
921,60,2,1,258657,35,12
922,40,2,1,175925,46,10
923,35,4,1,125000,57,15
924,52,2,1,172822,45,9
925,40,2,0,182460,56,13
926,16,2,2,129172,22,10
927,40,2,1,262153,32,9
928,40,5,2,166371,24,9
929,10,5,1,69249,68,9
930,40,2,2,178487,36,9
931,40,2,2,438839,24,13
932,40,2,1,187702,44,9
933,40,0,2,207685,41,13
934,55,3,1,180871,34,13
935,20,2,2,341227,22,10
937,40,2,1,190955,61,13
938,40,0,1,251305,44,12
939,24,2,2,263746,17,6
940,60,2,1,25141,60,10
942,40,2,2,398988,31,10
943,40,2,1,219546,38,13
944,40,2,1,157749,57,10
946,30,2,1,116878,55,16
947,47,2,1,111979,46,4
948,40,2,1,206351,28,10
949,40,3,1,184529,52,9
950,40,2,1,54611,43,9
951,72,5,2,155343,33,10
953,40,5,1,172822,45,9
954,40,2,1,183013,47,9
955,40,2,1,155983,52,13
956,40,2,1,173987,52,9
957,40,2,2,177526,21,10
958,40,2,2,173679,23,10
959,50,2,1,216414,45,14
960,40,1,1,214242,43,10
961,40,2,1,249977,57,11
962,45,2,1,180142,52,14
963,40,2,0,167062,28,10
964,40,2,1,323713,43,9
965,40,2,1,127728,59,10
967,40,1,1,121124,46,13
968,50,2,1,278576,36,9
969,40,2,2,138760,19,9
970,50,4,1,119570,54,12
971,40,2,0,94413,31,9
972,40,2,1,193815,35,12
973,50,2,0,218916,39,15
974,35,2,1,332465,48,13
975,45,2,1,193720,51,13
976,18,2,1,85548,61,10
977,50,5,1,338432,68,9
978,55,2,1,192835,45,13
979,50,2,1,153047,39,9
980,40,1,1,190964,35,13
981,40,2,1,88055,60,6
982,35,2,2,216181,21,10
983,40,5,1,26145,47,11
984,50,2,1,161141,36,14
985,40,2,2,193089,23,7
986,40,2,2,225739,24,10
987,48,2,2,19302,30,10
988,45,2,1,117915,40,9
990,40,2,0,179557,40,13
991,40,2,2,210765,28,9
992,40,4,2,117963,31,16
993,35,2,2,156950,18,9
995,35,2,2,190107,25,13
996,30,4,1,145697,45,10
997,40,2,0,367200,56,9
998,40,2,1,210851,30,10
999,60,2,1,186916,44,10
1000,40,3,1,167065,51,9
1001,40,1,1,33975,35,13
1002,40,5,1,92845,60,3
1003,40,2,1,268553,50,9
1004,35,5,0,173854,32,13
1005,40,2,1,186144,43,9
1006,55,5,1,188563,37,9
1008,43,2,1,185177,30,13
1009,45,2,1,194791,53,9
1010,99,2,2,40295,27,9
1011,8,5,1,173935,67,13
1012,40,2,1,205737,58,9
1013,50,2,1,262841,39,9
1014,44,2,0,182691,34,9
1015,40,1,1,410034,36,13
1016,60,2,2,117963,31,9
1017,32,2,0,231342,54,12
1018,50,4,1,46281,51,10
1021,45,5,1,77146,35,9
1022,35,5,2,199058,48,13
1023,45,5,1,132341,51,9
1024,35,2,2,174051,44,10
1025,45,2,2,117507,31,9
1026,40,0,2,68330,30,13
1027,40,2,2,168138,27,9
1028,40,2,2,215395,23,9
1029,55,5,1,102102,48,7
1030,10,3,2,211798,22,11
1031,40,2,1,208358,38,9
1032,15,2,2,318190,18,7
1033,40,2,1,40135,35,10
1034,40,2,2,140462,23,9
1035,40,2,1,108247,30,13
1036,65,5,1,231770,60,9
1037,40,1,1,61778,36,9
